Core,lat,lon,depth,Mg/Ca,d18O,O18T,reductive,mean_size,Reference,Notes
 SO189-27MC ,-1.88,99.61,1002,5.92,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-11MC ,-3.83,101.23,911,5.53,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-09MC ,-4.16,101.64,1128,5.56,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10034-3 ,-4.16,101.5,995,5.32,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-03MC ,-4.7,101.96,1707,5.91,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10036-3 ,-5.34,103.66,1502,5.41,NA,NA,N,303,Mohtadi et al. 2011,
 SO189-02MC ,-5.48,103.01,1972,5.42,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10039-3 ,-5.87,103.29,1799,5.53,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10038-3 ,-5.94,103.25,1891,4.78,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10041-3 ,-6.27,103.09,1540,4.94,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10040-3 ,-6.48,102.86,2605,5.39,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10042-2 ,-7.11,104.64,2457,5.14,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10044-3 ,-8.5,109.16,3346,5.21,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10058-1 ,-8.68,112.64,1103,5.3,NA,NA,N,303,Mohtadi et al. 2011,
 GeiB 10059-1 ,-8.68,112.87,1372,4.71,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10049-5 ,-8.78,110.5,1288,4.49,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10047-1 ,-9.31,109.16,1780,4.68,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10050-1 ,-9.47,110.45,1221,4.22,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10061-5 ,-9.73,113.2,2170,4.84,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10065-9 ,-9.22,118.89,1284,4.86,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10064-5 ,-9.54,118.3,2035,5.14,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10063-5 ,-9.65,118.15,2495,5.34,NA,NA,N,303,Mohtadi et al. 2011,
 GeoB 10068-2 ,-9.6,121.15,2002,4.43,NA,NA,N,303,Mohtadi et al. 2011,
 MD01-2378 ,1.13,129.79,2816,4.73,NA,NA,Y,283,Xu et al. 2010,
 MD06-3067 ,6.51,126.5,1574,4.74,NA,NA,Y,283,Xu et al. 2010,
 SO17927 ,17.25,119.45,2804,4.66,NA,NA,Y,283,Xu et al. 2010,
 SO17928 ,18.27,119.72,2486,4.17,NA,NA,Y,283,Xu et al. 2010,
 SO17950 ,16.09,112.9,1868,4.31,NA,NA,Y,283,Xu et al. 2010,
 SO17954 ,14.73,111.53,1517,4.34,NA,NA,Y,283,Xu et al. 2010,
 SO17957 ,10.9,115.31,2195,4.38,NA,NA,Y,283,Xu et al. 2010,
 SO18267 ,6.37,111.82,1855,4.54,NA,NA,Y,283,Xu et al. 2010,
 SO18459 ,-8.5,127.17,1744,4.87,NA,NA,Y,283,Xu et al. 2010,
 SO18460 ,-8.79,128.64,1875,4.9,NA,NA,Y,283,Xu et al. 2010,
 SO18462 ,-9.09,129.24,1421,4.75,NA,NA,Y,283,Xu et al. 2010,
 SO18473 ,-11.52,122.42,2468,4.95,NA,NA,Y,283,Xu et al. 2010,
 SO18475 ,-11.3,121.7,1774,4.61,NA,NA,Y,283,Xu et al. 2010,
 SO18476 ,-10.95,120.99,986,4.65,NA,NA,Y,283,Xu et al. 2010,
 SO18477 ,-10.83,120.67,1478,4.64,NA,NA,Y,283,Xu et al. 2010,
 SO18500 ,-14.98,120.7,1167,5.51,NA,NA,Y,283,Xu et al. 2010,
 SO18506 ,-15.31,119.5,2410,4.79,NA,NA,Y,283,Xu et al. 2010,
 SO18507 ,-13.85,120,2450,4.58,NA,NA,Y,283,Xu et al. 2010,
RR1313-24_50MC,13.57,123.73,1055,5.28,-3.25,NA,Y,303,Hollstein et al. 2017,
RR1313-25_53MC,12.78,123.48,559,5.3,-2.95,NA,Y,303,Hollstein et al. 2017,
GeoB17404-2,7.9,126.54,402,5.47,-3.03,NA,Y,303,Hollstein et al. 2017,
GeoB17410-3,7.87,126.59,745,5.44,-3.08,NA,Y,303,Hollstein et al. 2017,
GeoB17410-3,7.87,126.59,745,5.82,NA,NA,Y,303,Hollstein et al. 2017,
GeoB17414-2,6.26,125.83,2194,4.95,-3.13,NA,Y,303,Hollstein et al. 2017,
GeoB17419-2,-2.81,144.5,1883,5.17,-3.18,NA,Y,303,Hollstein et al. 2017,
GeoB17419-2,-2.81,144.5,1883,5.3,-3.14,NA,Y,303,Hollstein et al. 2017,
RR1313-12_30MC,-3.13,142.76,994,5.3,-3.74,NA,Y,303,Hollstein et al. 2017,
GeoB17421-2,-3.55,144.2,590,4.94,-3.45,NA,Y,303,Hollstein et al. 2017,
GeoB17429-1,-4.1,145.2,1606,5.13,-3.02,NA,Y,303,Hollstein et al. 2017,
GeoB17430-2,-4.22,145.03,1158,5.19,-3.38,NA,Y,303,Hollstein et al. 2017,
GeoB17432-3,-5.34,146.2,1390,5.3,-3.24,NA,Y,303,Hollstein et al. 2017,
GeoB17435-2,-7.27,147.34,1001,5.1,-3.29,NA,Y,303,Hollstein et al. 2017,
GeoB17435-2,-7.27,147.34,1001,5.77,NA,NA,Y,303,Hollstein et al. 2017,
T86 7B,43.9,-25,2664,2.9,0.18,16.46,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T86 8B,42.3,-25.7,3232,3.64,0.09,15.8,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T86 9B,40.8,-27.5,2026,3.06,0.21,17.2,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T86 10B,37.1,-30,2610,3.68,-0.21,18.91,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T86 11B,35.6,-32.6,2220,3.63,-0.09,NA,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T88 12B,44.1,-24.9,3052,3.42,0.03,17.8,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T88 13B,42.9,-25.3,3133,3.11,0,17.25,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T88 14B,40.4,-25.8,2858,2.99,0.27,17.4,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T88 15B,38.6,-25,2585,3.18,0.04,17.9,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T88 15A,38.9,-25,2738,2.82,-0.05,17.71,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T88 17B,35.4,-29.4,2934,2.96,0.18,17.92,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T88 18B,33.7,-32.2,3257,2.9,0.05,16.4,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T90 3B,47.67,-20.81,4479,2.62,NA,NA,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T90 4B,47.17,-21.39,3945,2.33,NA,NA,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T90 5B,46,-23.85,3069,1.92,NA,NA,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T90 8B,46.21,-23.72,3393,2.69,NA,NA,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T90 11B,45,-24.66,3208,2.93,NA,NA,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
T90 15B,47.62,-20.92,4177,2.8,NA,NA,N,303,Elderfield and Ganssen 2000,Size fraction assumed from Elderfield et al. 2000
